order_id,product_category,quantity,price
9138,Beauty,1,1153.07
5407,Electronics,4,1928.02
5865,Home,1,182.34
142,Electronics,4,931.98
6462,Grocery,2,1644.6
7502,Beauty,3,725.71
8345,Grocery,3,809.77
2177,Grocery,3,2935.73
7978,Fashion,3,2642.48
4815,Home,3,1167.17
8630,Electronics,4,1706.42
7710,Beauty,2,2280.85
1986,Home,1,728.34
4740,Fashion,2,2153.5
3978,Fashion,1,1534.09
2334,Fashion,3,746.29
7749,Beauty,1,546.5
1136,Home,4,2216.35
1195,Home,3,2160.49
6955,Grocery,2,2306.95
5085,Grocery,2,1589.81
7665,Grocery,1,2119.01
1213,Home,2,611.97
1756,Electronics,2,717.37
4636,Fashion,4,1605.42
2502,Beauty,2,469.97
2572,Home,2,2487.94
8627,Fashion,4,2436.33
8120,Electronics,1,1343.57
9057,Electronics,3,2810.13
9910,Grocery,1,2360.36
7540,Home,2,1548.91
6231,Home,2,2709.28
2240,Electronics,4,1955.96
3669,Electronics,1,692.14
2087,Beauty,4,2632.55
2265,Electronics,1,432.27
9019,Grocery,4,2356.82
81,Fashion,3,2398.52
1456,Electronics,1,1234.59
2776,Home,2,1016.45
9282,Fashion,1,683.63
4592,Fashion,2,1373.82
9938,Beauty,3,2432.43
1339,Grocery,2,1328.41
9350,Grocery,2,2615.87
5696,Home,1,2816.81
3388,Beauty,3,847.07
8684,Electronics,3,2974.84
1300,Beauty,3,1304.65
3040,Home,1,583.51
5466,Beauty,4,1392.3
6617,Beauty,3,224.75
2496,Fashion,1,616.26
6160,Beauty,1,2207.44
3040,Grocery,3,621.88
4287,Grocery,1,2942.15
1985,Home,1,820.55
60,Beauty,3,2616.89
9223,Home,4,681.12
8883,Grocery,3,2137.55
8762,Grocery,2,2326.13
2695,Beauty,2,1818.32
3100,Electronics,2,2690.47
3254,Fashion,1,1055.07
2212,Electronics,2,722.54
1624,Fashion,4,812.83
6579,Grocery,4,1424.85
9545,Electronics,3,1399.51
1745,Beauty,4,2745.95
30,Electronics,4,965.21
5034,Grocery,3,2827.53
5080,Home,4,2613.72
6505,Beauty,2,2550.25
3500,Electronics,1,2622.89
3006,Home,4,2602.17
7651,Electronics,1,447.56
7506,Fashion,2,364.55
4655,Fashion,1,991.06
5383,Beauty,1,2967.37
7901,Fashion,2,207.89
777,Home,2,2098.98
2989,Electronics,3,1495.73
3752,Grocery,3,1511.64
9711,Home,3,852.0
9365,Home,4,2650.8
9653,Grocery,4,850.17
8768,Grocery,3,2614.01
1081,Grocery,2,2192.4
4869,Electronics,1,2004.38
3481,Grocery,1,2587.12
9417,Grocery,1,221.23
7642,Grocery,1,514.39
6948,Home,1,2308.77
9114,Electronics,3,1593.11
2935,Fashion,1,2496.94
3481,Electronics,3,631.79
805,Beauty,2,2055.97
8057,Beauty,3,1413.64
368,Home,4,203.24
8369,Beauty,1,1070.07
6980,Beauty,3,2286.06
6693,Grocery,1,2317.39
122,Grocery,2,1136.66
4669,Electronics,4,1975.4
9913,Beauty,4,900.36
1427,Fashion,4,1488.63
251,Home,3,2474.72
3938,Electronics,4,449.23
2253,Grocery,2,220.28
430,Grocery,3,2002.45
427,Electronics,2,2420.98
2797,Electronics,4,2940.61
1692,Beauty,3,2930.56
651,Beauty,4,560.97
9762,Home,2,373.53
683,Fashion,4,2740.69
7366,Electronics,1,2109.49
5894,Electronics,1,1161.8
5202,Electronics,1,2801.28
3285,Fashion,4,2845.01
2276,Grocery,4,1938.98
8696,Electronics,4,1142.54
3720,Fashion,3,705.23
7936,Beauty,4,1837.28
4943,Beauty,4,2342.96
568,Beauty,4,2613.95
2270,Beauty,3,1105.94
2180,Home,4,2882.01
2412,Home,2,156.62
3210,Fashion,3,2519.17
1920,Fashion,1,2762.76
8356,Home,2,1159.54
7186,Beauty,3,1858.14
1059,Beauty,4,1399.22
8600,Home,4,732.3
9032,Grocery,2,2157.5
7986,Beauty,2,2906.23
1607,Beauty,4,307.54
585,Grocery,2,1901.14
6870,Fashion,4,1304.58
3186,Grocery,4,1833.87
6097,Fashion,2,2130.28
7118,Beauty,4,2375.17
7469,Grocery,4,1305.18
2180,Electronics,2,399.19
9691,Home,4,2921.53
626,Beauty,4,558.67
2852,Home,2,684.21
3206,Electronics,4,318.89
990,Electronics,4,1953.02
3158,Electronics,4,1687.0
1270,Home,1,576.24
4807,Fashion,2,2977.81
1275,Fashion,1,906.03
6155,Home,2,475.01
5676,Home,4,292.73
5382,Grocery,3,1105.04
1276,Fashion,3,2536.99
2929,Home,3,2197.33
2267,Home,3,109.28
8354,Home,4,1234.47
6399,Home,3,1193.51
228,Home,1,2030.67
2081,Beauty,1,557.29
1735,Beauty,1,2429.87
6726,Fashion,2,1324.13
6227,Beauty,2,1406.77
7139,Electronics,1,1891.35
7308,Home,1,2508.59
2309,Home,3,119.28
7902,Beauty,3,2563.3
6809,Fashion,3,1413.97
1373,Fashion,4,987.71
7551,Electronics,2,1983.67
2275,Beauty,2,1995.6
4536,Beauty,1,1749.13
946,Home,3,1975.74
2767,Beauty,1,2124.06
1806,Fashion,4,2137.15
5637,Fashion,2,1942.78
9213,Fashion,1,239.48
305,Electronics,1,2035.58
2716,Beauty,4,356.96
9954,Beauty,3,2747.7
5435,Fashion,2,1777.78
5352,Electronics,4,1854.4
8315,Beauty,1,623.37
837,Fashion,4,2031.4
7069,Home,1,1719.82
7836,Fashion,1,1293.85
8684,Grocery,1,2512.47
9875,Home,4,495.96
4739,Beauty,4,2566.61
800,Electronics,2,474.59
177,Fashion,2,1642.56
9216,Home,4,1675.12
9433,Fashion,3,1040.1
7097,Home,2,1608.75
8643,Electronics,1,1325.68
6122,Electronics,3,881.87
2425,Grocery,1,1237.75
8582,Home,1,566.56
4788,Home,3,2036.77
8144,Grocery,3,658.7
5709,Fashion,4,2377.9
6650,Electronics,2,551.95
6476,Fashion,1,1601.26
895,Home,3,2261.25
2775,Beauty,1,1461.17
4644,Grocery,4,412.17
1016,Home,3,1437.91
4652,Electronics,2,371.69
7716,Grocery,1,572.3
7755,Electronics,1,2120.41
4505,Fashion,1,2598.2
8560,Electronics,1,430.24
4500,Fashion,4,1788.09
9705,Home,4,302.38
9294,Grocery,1,849.26
6644,Fashion,3,2904.75
7882,Home,2,2621.13
8301,Home,1,247.27
201,Electronics,3,2383.0
1124,Electronics,1,520.0
6074,Home,1,1390.15
5642,Electronics,2,2259.28
3756,Home,2,1600.43
2987,Fashion,2,2138.32
5087,Fashion,1,464.12
9966,Grocery,2,1908.98
7795,Fashion,4,1432.35
9801,Fashion,2,817.13
5697,Beauty,2,2698.51
4298,Electronics,4,883.13
1521,Electronics,1,624.7
7489,Home,2,1793.65
8168,Home,1,987.78
4918,Fashion,1,1586.22
211,Beauty,2,662.69
3792,Beauty,2,2497.91
4478,Fashion,2,2457.09
4784,Fashion,3,511.41
1416,Home,1,951.35
9139,Grocery,3,279.26
3259,Electronics,2,2365.07
1909,Electronics,4,2158.87
6945,Grocery,2,1028.44
8817,Home,1,460.0
4297,Beauty,2,2701.44
4462,Fashion,1,2122.61
1667,Electronics,1,2649.23
6824,Home,2,1438.77
9481,Beauty,1,2774.23
3597,Home,1,2421.81
9419,Electronics,2,1901.94
9663,Home,2,2382.44
270,Grocery,2,2095.95
7380,Home,1,949.19
259,Grocery,2,2327.78
3849,Electronics,4,1419.03
8205,Beauty,3,1646.88
3891,Beauty,3,729.97
101,Grocery,2,2887.65
8496,Electronics,3,1149.74
7097,Home,1,2859.04
9244,Fashion,2,968.08
2267,Fashion,1,1294.45
3169,Beauty,4,1553.43
8089,Grocery,1,188.76
587,Electronics,4,1071.38
5860,Electronics,1,2094.63
7258,Home,1,2581.37
8431,Home,1,2982.26
344,Grocery,1,334.66
4417,Electronics,3,2999.61
1805,Home,3,1394.37
3139,Electronics,1,869.34
2574,Beauty,2,2182.46
2353,Home,1,157.39
5285,Fashion,4,2462.8
1580,Fashion,2,2416.07
1468,Beauty,4,2469.04
9475,Fashion,1,916.49
3501,Beauty,1,2466.33
5963,Grocery,1,238.37
6866,Electronics,1,841.53
7973,Fashion,4,1816.35
2693,Beauty,3,1838.67
6780,Grocery,3,2896.24
3262,Fashion,1,2937.94
7327,Grocery,3,1295.42
3563,Grocery,4,498.67
6233,Grocery,1,1354.99
4821,Electronics,1,157.02
3768,Electronics,4,1046.56
7448,Fashion,2,747.5
514,Beauty,4,2502.28
7754,Beauty,1,2748.5
6312,Home,3,2509.03
4306,Electronics,1,2238.66
5324,Home,2,1729.33
7820,Electronics,1,2265.77
4324,Electronics,1,925.97
623,Grocery,3,1810.26
9154,Home,1,2588.03
5801,Home,4,1855.9
6779,Electronics,3,543.94
7598,Grocery,3,798.94
4865,Home,3,1597.96
4016,Fashion,1,1660.76
4190,Electronics,2,1384.46
9536,Beauty,1,2481.54
6195,Home,2,437.63
417,Electronics,1,1446.19
8971,Grocery,4,425.53
1452,Grocery,1,886.54
4115,Electronics,1,1497.61
4016,Grocery,2,502.53
9860,Fashion,3,354.42
809,Grocery,4,346.87
1192,Grocery,3,1961.7
703,Fashion,3,380.81
918,Fashion,3,2891.26
7596,Electronics,1,1055.69
9885,Electronics,4,1510.56
1947,Fashion,1,2826.23
5689,Electronics,2,2690.52
4862,Electronics,4,489.97
9407,Fashion,1,170.29
4131,Home,1,2301.56
6071,Beauty,2,391.77
4193,Grocery,3,2495.96
7605,Fashion,1,149.5
6186,Fashion,1,2134.03
1596,Home,3,527.78
2357,Beauty,3,496.03
733,Electronics,2,2592.53
1506,Fashion,4,149.88
2460,Grocery,3,1358.73
7423,Electronics,2,485.56
7191,Home,1,2081.51
3182,Beauty,3,2366.87
7291,Grocery,3,451.77
5973,Electronics,2,2907.47
1557,Home,1,2288.86
4510,Grocery,4,2512.86
7726,Beauty,4,1641.31
4356,Home,3,2584.91
4355,Beauty,3,1325.2
358,Beauty,1,456.18
8877,Grocery,1,1264.53
8576,Grocery,1,804.98
5939,Electronics,2,255.05
7171,Electronics,2,1276.91
2601,Home,2,687.6
2995,Home,3,928.07
7276,Electronics,1,420.87
2402,Home,1,2228.43
7913,Electronics,1,117.59
4993,Grocery,4,1296.79
6033,Electronics,3,2022.77
4517,Fashion,3,1385.15
3613,Grocery,1,1216.99
9194,Electronics,4,1088.9
3790,Electronics,2,2434.29
8851,Beauty,3,835.04
1952,Beauty,2,273.77
7029,Home,4,574.67
6271,Beauty,4,2651.89
3204,Grocery,3,2527.95
5877,Grocery,1,1489.57
9403,Electronics,2,821.77
5889,Home,2,314.38
9936,Electronics,3,1235.18
9560,Electronics,4,1859.44
3417,Fashion,1,2686.42
4845,Home,2,2971.67
5846,Beauty,3,459.1
7766,Beauty,4,2061.1
1849,Electronics,2,197.95
1301,Home,3,380.87
8551,Home,3,1804.24
2785,Fashion,4,2499.71
9580,Fashion,2,1485.23
6023,Home,1,1853.32
1054,Beauty,3,612.44
2815,Grocery,3,2170.68
6381,Beauty,2,1442.63
792,Home,3,452.46
8204,Fashion,2,1666.08
333,Electronics,4,1220.66
9374,Beauty,1,2750.85
7613,Electronics,3,2007.58
4414,Beauty,1,559.02
591,Grocery,2,1189.31
6288,Electronics,1,680.76
882,Home,3,2803.25
1812,Grocery,1,1252.32
3541,Grocery,2,2134.62
9811,Beauty,1,820.76
9457,Electronics,4,782.95
5435,Home,4,2308.15
4633,Home,4,729.52
9033,Beauty,2,568.28
4495,Beauty,2,2198.1
2609,Fashion,3,2163.17
4298,Home,4,1728.1
1824,Grocery,2,2204.05
8199,Electronics,2,2651.46
9533,Electronics,1,1400.05
7882,Home,2,1263.51
6437,Grocery,1,1195.96
8015,Grocery,1,890.54
3345,Fashion,1,1547.96
4808,Home,1,539.24
8230,Fashion,4,1104.69
411,Beauty,1,2004.06
900,Electronics,2,2117.48
5115,Beauty,4,2330.41
4446,Electronics,4,927.57
8867,Beauty,2,174.61
6935,Electronics,3,2918.95
2823,Electronics,1,2825.73
3557,Beauty,3,1801.27
6540,Beauty,4,169.17
8445,Beauty,2,2186.79
3862,Electronics,1,2622.93
5235,Home,2,1363.5
4291,Home,2,888.66
9614,Grocery,3,2619.08
941,Beauty,3,2720.65
7432,Grocery,3,582.61
7349,Home,1,1290.69
4429,Electronics,3,1872.02
569,Home,2,1616.8
8267,Electronics,4,2621.12
7530,Electronics,1,2987.39
3776,Beauty,4,549.53
8467,Grocery,2,164.21
4618,Home,4,464.68
4920,Grocery,2,1157.39
3911,Grocery,3,2208.67
587,Electronics,2,679.79
1249,Fashion,3,2418.02
6725,Electronics,1,291.18
5222,Electronics,3,2333.5
6369,Beauty,1,1533.84
2485,Grocery,2,484.96
1970,Beauty,2,890.37
5843,Fashion,3,476.79
5557,Beauty,2,1902.65
3316,Home,1,2247.7
670,Grocery,1,1760.26
8185,Beauty,1,2909.08
1943,Fashion,4,1827.54
9901,Home,1,217.95
5018,Grocery,2,2223.14
2832,Home,1,1433.28
4077,Beauty,1,1789.71
2413,Beauty,3,496.37
4949,Beauty,1,413.52
4233,Home,1,1172.51
448,Home,3,2397.22
2989,Electronics,3,467.66
421,Beauty,2,2259.39
639,Fashion,1,746.96
633,Home,3,2372.09
6513,Grocery,3,1289.2
6888,Electronics,2,1972.96
9380,Home,4,348.23
8518,Electronics,4,352.34
7491,Grocery,2,2063.73
3475,Electronics,2,2804.06
3120,Beauty,3,648.17
4921,Home,2,2365.39
9917,Fashion,4,212.86
1391,Home,3,2858.74
458,Electronics,3,1202.14
7015,Home,3,1137.71
8256,Beauty,3,1603.87
4064,Electronics,4,1714.42
273,Beauty,3,2991.01
8428,Home,2,2892.84
222,Beauty,4,1763.97
9872,Beauty,1,1511.79
362,Grocery,1,2923.07
8227,Beauty,3,1947.9
8144,Beauty,4,303.59
3238,Grocery,3,1009.17
213,Grocery,1,140.26
8369,Electronics,3,784.0
2925,Fashion,3,278.89
9339,Grocery,1,1232.14
4166,Fashion,2,577.64
4564,Electronics,1,460.24
9386,Fashion,4,1828.14
5871,Home,4,516.25
8980,Grocery,3,147.64
6643,Electronics,2,109.81
7296,Fashion,2,2341.42
4173,Fashion,3,1064.05
4395,Fashion,2,1771.21
417,Grocery,1,2109.88
2299,Beauty,2,2876.01
984,Beauty,3,1377.54
7398,Grocery,3,900.57
2800,Grocery,1,2507.58
4451,Home,3,2903.19
4522,Electronics,1,1321.52
8544,Electronics,4,2434.31
4384,Home,3,2439.67
3447,Beauty,4,1979.55
3038,Grocery,2,136.79
9669,Electronics,1,2562.32
5808,Electronics,3,2484.08
3249,Electronics,3,2174.06
8871,Grocery,4,168.25
1148,Beauty,3,1192.44
3686,Electronics,4,2017.87
8302,Beauty,2,2398.75
8255,Beauty,2,2264.01
3293,Fashion,4,234.68
2494,Beauty,2,2539.57
3436,Beauty,1,2376.0
1062,Home,4,1445.24
7405,Electronics,2,2374.97
7135,Home,2,2711.39
1151,Beauty,2,1837.31
8065,Grocery,4,1625.97
9716,Beauty,1,709.57
1142,Grocery,1,2276.55
8473,Beauty,3,1992.28
5958,Electronics,2,182.93
5205,Home,3,795.41
5780,Grocery,1,2703.55
4480,Beauty,1,1748.32
653,Grocery,4,192.89
1623,Beauty,1,2646.99
7566,Beauty,2,407.95
2180,Grocery,3,1813.58
6207,Electronics,4,422.76
8566,Grocery,1,1752.75
685,Fashion,2,2753.14
3206,Grocery,3,2787.46
3032,Home,2,452.91
4156,Grocery,2,1592.82
3357,Fashion,4,1660.14
6605,Fashion,2,1142.08
753,Home,4,2851.07
1216,Electronics,4,1810.69
7135,Home,4,1374.73
6867,Grocery,1,819.62
4282,Grocery,1,1751.27
2855,Beauty,2,1021.54
4308,Fashion,4,2958.92
9368,Beauty,4,929.84
7485,Home,3,1632.17
6727,Home,4,1166.87
3980,Fashion,2,1956.32
8588,Grocery,1,2953.74
9792,Beauty,4,2258.35
2330,Home,4,1721.93
9588,Grocery,4,2849.98
376,Beauty,1,871.32
407,Home,2,2862.4
8509,Electronics,3,697.13
7848,Home,1,1633.26
4852,Fashion,4,986.3
416,Beauty,1,2273.43
6836,Beauty,3,458.78
6355,Grocery,4,908.77
8019,Beauty,3,2736.82
5615,Grocery,3,308.98
8112,Home,4,254.16
1860,Beauty,1,897.47
5766,Grocery,1,2062.53
301,Fashion,2,2250.04
5276,Fashion,2,257.11
8545,Beauty,4,1212.72
8090,Home,4,2564.9
8070,Electronics,3,2310.07
6132,Beauty,2,2904.04
2038,Electronics,2,738.32
5256,Grocery,1,2750.39
6145,Electronics,1,619.6
5533,Home,3,1929.55
9368,Beauty,3,2005.45
4850,Fashion,3,2651.36
4016,Grocery,4,980.63
9660,Home,2,176.42
2838,Beauty,4,2218.55
5282,Beauty,4,1942.13
4277,Electronics,3,740.22
2190,Home,3,1022.76
4503,Fashion,4,1506.2
428,Grocery,4,519.85
9797,Beauty,3,523.27
7909,Fashion,2,832.8
7268,Electronics,3,1483.26
2208,Fashion,4,2787.19
9045,Electronics,2,1433.92
8488,Grocery,1,2272.33
2102,Electronics,4,780.18
1202,Electronics,3,436.81
6112,Electronics,1,2639.91
153,Beauty,3,940.08
5763,Home,4,1091.21
2586,Grocery,3,570.04
3752,Electronics,3,775.77
1729,Fashion,3,873.01
7869,Beauty,1,2012.12
7788,Home,2,797.72
5410,Grocery,2,539.45
2072,Beauty,1,105.82
8924,Beauty,4,596.63
1575,Grocery,1,558.68
8234,Grocery,4,1389.23
303,Electronics,2,913.02
1421,Grocery,2,777.7
71,Home,3,919.27
6320,Home,3,2489.36
7379,Grocery,3,1387.22
6184,Home,2,2170.62
8404,Fashion,1,502.76
3378,Home,1,2654.17
3655,Grocery,4,2974.57
1153,Fashion,1,2788.22
5215,Home,1,2292.0
6066,Beauty,2,2360.91
1149,Beauty,1,2905.76
5012,Beauty,2,1708.77
5851,Beauty,4,1520.12
2173,Electronics,1,1089.98
8564,Fashion,4,369.09
9996,Beauty,4,651.71
8302,Beauty,1,1009.67
6862,Home,3,2924.11
124,Grocery,3,2306.65
4474,Fashion,3,1949.39
9707,Grocery,4,1298.46
5269,Home,2,2662.71
7514,Home,1,1290.42
1441,Home,4,981.72
6348,Grocery,1,1960.02
3375,Grocery,2,2827.31
1911,Fashion,3,2384.61
9430,Beauty,3,1637.1
7005,Fashion,3,2080.54
7327,Beauty,2,106.19
6494,Home,2,2113.34
2471,Home,4,2355.01
381,Electronics,1,842.35
327,Home,3,2584.63
8139,Fashion,2,685.73
7789,Electronics,1,2769.92
1194,Fashion,1,273.49
1495,Beauty,1,2999.14
7357,Fashion,2,493.58
182,Electronics,1,412.35
5954,Grocery,1,1103.36
3451,Fashion,4,1844.92
1949,Home,4,761.51
5029,Beauty,2,1327.94
6463,Fashion,4,1604.18
9838,Electronics,1,1922.2
2626,Home,4,629.54
5363,Electronics,3,400.94
6271,Beauty,4,1124.98
2952,Home,3,2834.57
1010,Grocery,2,2965.84
5582,Beauty,1,1166.31
1279,Fashion,3,827.41
7409,Grocery,1,2638.91
8920,Electronics,1,423.54
3865,Grocery,1,495.87
9293,Grocery,2,1438.13
8090,Electronics,2,2470.26
8491,Beauty,2,2123.63
5011,Beauty,4,1570.92
2632,Electronics,4,2828.46
6801,Grocery,2,2171.14
7207,Grocery,2,2586.93
7574,Beauty,4,808.78
3054,Grocery,3,2265.34
7012,Beauty,4,806.98
7290,Beauty,2,2370.09
9761,Home,1,1560.78
977,Electronics,3,2932.95
8190,Fashion,1,178.52
9560,Grocery,3,1439.93
3310,Grocery,1,2922.99
9409,Home,3,2705.41
3216,Fashion,4,793.65
4909,Grocery,4,2142.77
538,Fashion,1,2720.14
4931,Fashion,4,2521.21
1305,Home,4,2408.86
2989,Electronics,2,2560.99
676,Beauty,2,2594.73
5916,Home,2,836.78
3493,Home,3,2662.21
2226,Fashion,3,2810.02
727,Beauty,3,567.19
2101,Home,3,1079.74
5173,Electronics,1,291.96
4254,Grocery,2,2014.91
2756,Grocery,2,672.52
7394,Grocery,2,539.62
3352,Grocery,3,1582.79
8465,Home,2,2308.09
4590,Electronics,4,1535.99
7657,Electronics,4,2521.86
9384,Fashion,1,763.7
8277,Electronics,2,1342.98
3619,Electronics,4,2836.08
2936,Grocery,4,221.59
8017,Grocery,2,1029.46
4403,Electronics,4,2054.8
2512,Electronics,3,572.59
2678,Grocery,3,2990.08
6023,Fashion,2,2833.59
4101,Grocery,2,1375.75
6332,Electronics,4,1253.74
4932,Fashion,3,1984.68
3003,Electronics,4,1531.85
9687,Electronics,1,2740.14
1711,Fashion,3,1487.69
819,Fashion,3,1063.92
5936,Fashion,2,1459.69
6145,Electronics,3,1633.7
9050,Electronics,1,817.28
3926,Fashion,4,923.87
1426,Grocery,1,1821.45
7257,Electronics,2,1170.07
1486,Beauty,2,241.52
4133,Home,1,1485.54
2555,Electronics,1,2550.39
6207,Beauty,4,1301.16
3005,Electronics,4,1685.11
2629,Home,1,2608.59
542,Home,2,541.87
8383,Grocery,1,1692.38
3706,Electronics,3,2549.65
2626,Fashion,3,226.54
9467,Grocery,4,1190.65
1712,Home,4,1834.24
6182,Electronics,3,484.52
7061,Home,4,788.88
703,Home,4,1159.34
2316,Fashion,4,892.63
827,Grocery,4,1355.47
1472,Home,1,1758.7
1378,Grocery,1,2621.9
4627,Home,4,2494.44
6926,Fashion,1,2913.14
5909,Fashion,4,2518.22
1623,Grocery,4,2907.88
9177,Electronics,1,2483.92
6022,Home,4,2980.62
2942,Home,2,1130.42
2804,Electronics,2,2838.53
7257,Beauty,2,729.49
1120,Home,3,1804.34
442,Beauty,3,2529.09
5697,Beauty,4,2354.85
1012,Home,4,2327.11
8009,Grocery,2,1072.24
155,Electronics,1,2667.28
1011,Beauty,3,1326.59
4336,Grocery,3,1750.94
6504,Beauty,4,849.92
3890,Grocery,1,594.25
240,Electronics,2,2611.2
4620,Beauty,1,2590.27
2462,Home,3,777.21
3807,Grocery,4,279.65
5471,Electronics,4,619.05
7429,Beauty,1,1881.52
6387,Fashion,4,929.92
49,Fashion,3,1111.8
6264,Fashion,3,631.57
1497,Grocery,2,2058.75
334,Fashion,4,2703.86
4355,Grocery,2,2347.97
7101,Electronics,1,691.93
1161,Home,4,1868.55
7234,Grocery,3,2085.01
9258,Fashion,2,2576.7
1424,Grocery,3,2567.8
7009,Fashion,3,1976.13
2423,Fashion,1,2723.69
1003,Electronics,1,2778.07
1962,Home,3,573.11
4173,Grocery,3,2067.39
9338,Fashion,3,933.04
4018,Fashion,4,877.72
4912,Electronics,3,1946.92
9596,Grocery,3,1506.19
5706,Grocery,4,2645.89
964,Fashion,4,1814.91
5418,Grocery,4,468.96
4378,Fashion,4,1555.09
1107,Fashion,4,1472.52
4712,Home,3,2160.11
3618,Electronics,1,1495.08
9023,Home,4,2742.35
2228,Home,1,2469.77
4248,Electronics,2,467.89
9573,Electronics,4,1307.44
9770,Home,3,858.59
1137,Fashion,3,2253.82
4322,Grocery,1,1936.85
9242,Grocery,1,503.19
7753,Electronics,4,839.23
2524,Beauty,3,2282.55
2167,Grocery,2,2099.75
3904,Beauty,1,2540.5
6633,Grocery,4,1224.04
1863,Electronics,2,2401.24
5691,Electronics,4,1744.78
9783,Grocery,3,1183.36
5108,Electronics,2,1290.7
9863,Fashion,4,1221.0
1622,Fashion,1,2351.8
3732,Home,2,1872.57
2854,Fashion,3,2605.6
4730,Home,4,1978.45
4106,Electronics,2,2584.62
601,Beauty,2,2421.86
4814,Grocery,4,2751.18
2007,Home,1,2120.12
276,Home,2,2473.26
9491,Grocery,1,1663.32
3807,Grocery,2,2932.74
3377,Electronics,1,172.92
2876,Grocery,3,1117.99
2129,Home,4,1918.58
2476,Fashion,3,2726.28
8045,Electronics,4,1295.93
1426,Beauty,3,1565.96
8717,Electronics,3,1932.99
3977,Home,2,2568.06
787,Electronics,2,882.92
9100,Electronics,2,2750.4
3032,Grocery,4,391.59
1852,Fashion,4,916.78
8139,Fashion,1,334.7
7066,Beauty,2,1364.51
6512,Beauty,4,244.6
8528,Home,1,1877.99
6429,Beauty,4,210.91
3160,Grocery,3,2491.9
8871,Beauty,1,2163.03
1312,Grocery,4,591.18
9173,Beauty,3,692.65
8884,Grocery,3,847.95
4683,Electronics,3,2633.07
1788,Home,2,1299.08
5636,Beauty,2,485.56
5097,Beauty,2,2140.99
7753,Fashion,2,2050.93
3390,Electronics,2,319.59
7040,Home,3,689.65
70,Fashion,2,584.44
7941,Beauty,3,487.34
3438,Beauty,1,177.03
3290,Electronics,3,1034.53
4809,Grocery,4,1702.11
4452,Electronics,2,332.15
7958,Grocery,3,1798.14
562,Grocery,3,2117.71
9209,Fashion,3,375.16
6692,Home,1,2389.32
6447,Fashion,3,1483.03
5539,Fashion,2,737.35
7245,Home,2,1360.28
4602,Grocery,4,629.71
6954,Beauty,2,310.31
5816,Fashion,2,2651.9
6849,Grocery,1,1934.59
7063,Grocery,1,2962.39
8624,Grocery,3,1790.76
3729,Electronics,4,1069.71
3946,Fashion,2,2945.42
6506,Grocery,1,1955.01
5277,Home,1,1194.31
8828,Home,3,259.34
3511,Beauty,4,242.84
6976,Electronics,4,1316.93
9626,Beauty,2,2891.54
6321,Fashion,1,2533.33
4911,Home,1,277.49
1311,Fashion,2,1841.53
8415,Electronics,1,2829.51
3882,Grocery,2,2466.37
7385,Home,2,1372.42
7924,Electronics,1,2094.39
6514,Beauty,1,718.07
9335,Grocery,4,569.55
9560,Grocery,1,1949.05
5611,Home,1,825.34
3306,Fashion,3,392.31
8807,Electronics,4,2671.48
4649,Home,1,245.87
8321,Electronics,2,726.43
1592,Home,4,767.08
2120,Grocery,2,2213.11
6108,Beauty,2,1244.97
3359,Fashion,3,1540.31
8788,Beauty,4,2427.52
8243,Electronics,4,995.38
1016,Beauty,4,1491.61
3201,Home,1,1745.47
5540,Beauty,3,711.8
4690,Grocery,4,563.38
4674,Fashion,3,2631.94
9728,Beauty,3,1997.57
4582,Home,1,2159.27
8738,Home,1,550.35
736,Beauty,3,1445.89
291,Grocery,3,533.79
8582,Grocery,2,1158.98
6750,Home,4,2777.43
7618,Home,3,417.97
6354,Beauty,2,2739.69
5083,Electronics,3,524.09
958,Home,1,1778.1
3550,Beauty,4,1861.06
3626,Fashion,1,1205.92
6788,Electronics,1,2105.95
5844,Grocery,1,1117.57
1810,Beauty,3,308.04
1967,Beauty,1,1919.5
655,Beauty,4,1923.78
6768,Home,1,2371.19
4475,Home,1,1754.53
7236,Electronics,4,811.52
5856,Beauty,4,633.02
1006,Fashion,2,2396.65
621,Fashion,1,1028.37
1258,Grocery,2,1453.1
271,Beauty,1,1751.15
2234,Fashion,3,2619.91
7981,Grocery,1,2502.64
2344,Electronics,3,1068.01
9373,Beauty,1,304.63
1041,Beauty,4,426.88
5138,Home,1,2743.86
302,Electronics,2,2750.54
6215,Beauty,3,970.39
3657,Electronics,4,1448.35
5010,Fashion,2,2573.97
5149,Fashion,3,116.47
1572,Fashion,2,1022.02
3614,Grocery,2,598.77
5111,Grocery,2,2652.47
6472,Fashion,3,1861.78
1327,Home,3,1176.74
9431,Fashion,3,215.29
4668,Home,4,2487.27
1838,Fashion,2,2270.56
7209,Fashion,1,126.61
631,Grocery,2,1045.16
7767,Fashion,3,861.82
3715,Electronics,2,1572.12
2874,Fashion,3,1692.1
9796,Fashion,4,1448.78
6266,Electronics,2,2786.1
2710,Grocery,2,2058.03
2515,Home,3,1955.38
6053,Fashion,3,1533.42
1947,Grocery,1,267.41
1061,Fashion,4,2259.39
8943,Home,3,1324.2
8109,Home,1,2581.99
5946,Fashion,1,253.6
3509,Beauty,3,318.62
5582,Home,4,2581.48
38,Grocery,2,2245.1
4131,Home,1,2589.26
9202,Fashion,2,1985.26
2561,Grocery,2,2364.28
3766,Fashion,3,851.14
9926,Fashion,2,863.75
6525,Home,4,1220.7
4245,Fashion,3,2788.92
4887,Electronics,3,1289.01
