order_id,user_id,order_date,order_status,order_value,payment_mode
1587,1206,2024-10-15,Completed,3709.18,UPI
1588,1505,2024-05-20,Completed,3998.82,UPI
1589,440,2024-08-11,Completed,998.24,UPI
1590,3000,2024-05-07,Completed,523.71,UPI
1591,2966,2024-05-21,Completed,1876.26,Card
1592,4338,2024-11-08,Cancelled,751.25,UPI
1593,598,2024-06-13,Completed,3742.85,COD
1594,1273,2024-06-09,Completed,4322.07,COD
1595,4185,2024-01-20,Completed,3077.77,COD
1596,546,2024-11-02,Completed,1908.43,Card
1597,285,2024-06-27,Completed,1716.39,Card
1598,1568,2024-07-19,Cancelled,2725.13,Card
1599,1421,2024-01-26,Cancelled,4414.88,Card
1600,2253,2024-07-08,Completed,1028.95,UPI
1601,3620,2024-02-02,Completed,4049.11,UPI
1602,2829,2024-09-19,Completed,1360.28,COD
1603,3118,2024-06-28,Completed,1336.18,Card
1604,4986,2024-07-20,Completed,1174.92,COD
1605,565,2024-08-07,Completed,1008.1,Card
1606,1354,2024-09-10,Completed,667.54,Card
1607,2577,2024-09-17,Cancelled,4477.94,COD
1608,482,2024-06-12,Completed,809.82,UPI
1609,1178,2024-05-03,Completed,1410.04,Card
1610,4989,2024-02-21,Cancelled,3980.07,COD
1611,3645,2024-05-24,Completed,705.57,COD
1612,2932,2024-04-01,Completed,1189.18,UPI
1613,3476,2024-12-07,Cancelled,1380.13,COD
1614,1514,2024-07-05,Completed,3355.9,UPI
1615,3145,2024-05-25,Completed,3834.55,UPI
1616,4979,2024-01-17,Completed,3484.86,Card
1617,1174,2024-03-03,Completed,2694.74,COD
1618,1403,2024-03-04,Cancelled,4982.39,Card
1619,1119,2024-02-08,Completed,3601.67,UPI
1620,2449,2024-02-06,Completed,1592.11,COD
1621,4290,2024-02-07,Completed,4332.1,UPI
1622,656,2024-04-02,Cancelled,2832.06,Card
1623,2487,2024-08-30,Completed,4192.01,COD
1624,3512,2024-06-24,Cancelled,332.25,UPI
1625,939,2024-11-19,Completed,3872.05,COD
1626,2506,2024-08-25,Cancelled,3134.46,Card
1627,4234,2024-03-27,Completed,3784.95,UPI
1628,949,2024-01-17,Completed,3684.77,UPI
1629,828,2024-05-31,Completed,971.2,COD
1630,4879,2024-05-01,Completed,4141.85,COD
1631,3972,2024-08-11,Completed,404.14,Card
1632,2479,2024-02-02,Completed,2442.28,UPI
1633,2838,2024-07-27,Completed,1499.58,UPI
1634,2816,2024-02-27,Completed,3053.7,COD
1635,1366,2024-02-06,Completed,3786.28,COD
1636,4079,2024-04-17,Completed,4602.07,Card
1637,1679,2024-09-26,Completed,688.32,COD
1638,4426,2024-06-04,Completed,3034.3,UPI
1639,4721,2024-06-18,Completed,1969.08,UPI
1640,957,2024-02-07,Completed,1492.26,UPI
1641,1354,2024-05-02,Completed,685.44,UPI
1642,953,2024-08-01,Completed,1372.46,COD
1643,1371,2024-05-04,Completed,2471.97,UPI
1644,3486,2024-01-02,Completed,326.1,UPI
1645,3279,2024-01-31,Completed,3054.66,Card
1646,4577,2024-12-13,Completed,790.74,COD
1647,2711,2024-02-24,Completed,3003.5,UPI
1648,138,2024-02-14,Completed,2073.32,COD
1649,893,2024-11-23,Completed,3938.61,Card
1650,3042,2024-04-22,Completed,2360.99,UPI
1651,686,2024-07-18,Cancelled,4733.27,Card
1652,321,2024-01-14,Completed,1832.49,UPI
1653,78,2024-04-19,Completed,2852.28,COD
1654,3276,2024-08-04,Completed,3740.6,Card
1655,1870,2024-06-08,Cancelled,1327.72,UPI
1656,4523,2024-09-13,Completed,377.61,Card
1657,126,2024-01-31,Cancelled,3990.31,COD
1658,1916,2024-07-29,Completed,1678.04,Card
1659,4882,2024-11-02,Completed,1050.38,Card
1660,4642,2024-11-15,Completed,3085.15,UPI
1661,1914,2024-05-29,Completed,2053.13,Card
1662,2946,2024-09-03,Completed,1547.92,Card
1663,1417,2024-05-19,Completed,3622.89,COD
1664,316,2024-01-25,Completed,4848.65,COD
1665,3723,2024-02-24,Completed,2776.35,UPI
1666,2749,2024-03-15,Completed,3948.8,COD
1667,3774,2024-11-22,Completed,4255.81,COD
1668,149,2024-06-22,Cancelled,2575.08,UPI
1669,2113,2024-12-28,Completed,2678.5,Card
1670,1940,2024-02-06,Completed,3675.07,Card
1671,500,2024-03-11,Completed,4648.19,UPI
1672,4659,2024-03-12,Completed,4138.08,COD
1673,1928,2024-08-19,Cancelled,3976.29,COD
1674,2378,2024-02-16,Completed,3945.22,Card
1675,2831,2024-01-12,Completed,2510.05,Card
1676,3314,2024-02-01,Completed,4345.16,COD
1677,3838,2024-02-19,Completed,1982.86,Card
1678,4396,2024-05-26,Completed,3156.79,UPI
1679,3888,2024-06-06,Completed,944.44,Card
1680,4188,2024-01-26,Completed,3355.23,Card
1681,1503,2024-04-24,Completed,3825.21,COD
1682,543,2024-09-07,Cancelled,2230.62,COD
1683,4940,2024-04-05,Completed,2708.89,UPI
1684,2385,2024-10-06,Completed,375.73,Card
1685,1412,2024-03-26,Completed,4550.05,Card
1686,4922,2024-06-26,Completed,4127.8,UPI
1687,2913,2024-10-12,Completed,3748.39,COD
1688,4282,2024-03-14,Completed,619.07,UPI
1689,3918,2024-06-13,Completed,1326.94,Card
1690,75,2024-12-17,Completed,4948.65,Card
1691,297,2024-10-07,Completed,2458.95,COD
1692,106,2024-05-20,Completed,4423.13,UPI
1693,3913,2024-12-17,Completed,3486.02,Card
1694,3428,2024-12-25,Completed,4107.59,COD
1695,3880,2024-09-23,Completed,3166.3,Card
1696,3526,2024-03-12,Completed,1197.82,UPI
1697,4460,2024-09-12,Completed,2716.92,COD
1698,1556,2024-11-22,Completed,4252.04,COD
1699,1353,2024-12-19,Completed,4577.9,Card
1700,3668,2024-01-21,Cancelled,3621.48,UPI
1701,724,2024-10-26,Completed,3456.06,COD
1702,637,2024-02-22,Completed,3257.79,COD
1703,3364,2024-11-04,Completed,2964.77,Card
1704,2369,2024-05-27,Completed,4483.23,UPI
1705,4395,2024-11-29,Completed,3914.27,Card
1706,331,2024-07-22,Completed,3674.28,UPI
1707,3779,2024-07-26,Completed,2228.25,UPI
1708,4400,2024-02-02,Completed,2470.91,COD
1709,213,2024-01-01,Completed,2346.5,COD
1710,3657,2024-05-20,Completed,4992.91,COD
1711,2674,2024-09-09,Completed,4631.7,Card
1712,1363,2024-08-27,Completed,799.56,COD
1713,3034,2024-12-06,Completed,2514.41,Card
1714,1432,2024-04-03,Completed,1552.06,COD
1715,1347,2024-08-11,Completed,1707.48,COD
1716,4956,2024-09-11,Cancelled,373.75,Card
1717,1708,2024-07-29,Completed,921.25,COD
1718,833,2024-04-16,Completed,3067.06,COD
1719,587,2024-05-05,Completed,3396.79,Card
1720,2462,2024-01-16,Cancelled,4785.73,COD
1721,4083,2024-07-30,Cancelled,4178.99,UPI
1722,422,2024-02-18,Completed,1478.67,COD
1723,4002,2024-07-08,Completed,2804.58,Card
1724,3254,2024-04-30,Completed,1222.58,Card
1725,1379,2024-05-11,Completed,2488.2,UPI
1726,237,2024-04-07,Completed,3908.33,Card
1727,1852,2024-03-21,Completed,3873.93,COD
1728,328,2024-11-23,Completed,3928.49,Card
1729,4216,2024-01-22,Completed,1273.98,COD
1730,4827,2024-11-29,Completed,2288.63,Card
1731,1777,2024-01-28,Completed,3607.46,Card
1732,3337,2024-08-04,Completed,789.31,COD
1733,3067,2024-12-04,Completed,1873.47,Card
1734,902,2024-09-19,Completed,3157.47,Card
1735,2178,2024-06-07,Completed,2714.2,Card
1736,2185,2024-09-18,Completed,643.08,UPI
1737,3121,2024-11-27,Completed,3665.53,UPI
1738,2796,2024-08-01,Cancelled,2061.87,Card
1739,355,2024-09-30,Completed,4688.63,COD
1740,778,2024-10-10,Completed,1592.73,Card
1741,2229,2024-07-04,Completed,4908.6,COD
1742,4244,2024-04-03,Completed,4425.02,COD
1743,3603,2024-07-03,Completed,3781.48,UPI
1744,2139,2024-02-09,Cancelled,1337.18,Card
1745,4847,2024-02-08,Completed,3443.94,UPI
1746,77,2024-08-04,Completed,1023.6,Card
1747,1672,2024-07-06,Completed,3128.93,Card
1748,2451,2024-08-17,Completed,3577.97,Card
1749,376,2024-04-10,Completed,1854.37,Card
1750,4329,2024-05-23,Completed,4972.25,COD
1751,1511,2024-04-07,Completed,710.77,COD
1752,3698,2024-12-20,Completed,3126.25,Card
1753,817,2024-06-11,Completed,3688.18,Card
1754,4324,2024-12-26,Completed,975.89,COD
1755,3395,2024-09-11,Cancelled,4529.18,UPI
1756,2179,2024-02-09,Completed,2945.83,UPI
1757,253,2024-01-16,Cancelled,4829.8,UPI
1758,1905,2024-05-19,Completed,2473.37,Card
1759,3554,2024-07-24,Completed,4735.85,Card
1760,3379,2024-02-17,Completed,2973.56,Card
1761,1242,2024-11-16,Completed,1332.75,COD
1762,4479,2024-02-23,Completed,2374.5,UPI
1763,1439,2024-02-17,Completed,2400.51,Card
1764,2532,2024-11-30,Cancelled,4458.59,UPI
1765,2064,2024-04-04,Completed,2763.61,UPI
1766,353,2024-12-28,Completed,4123.97,UPI
1767,1048,2024-07-02,Completed,4156.93,COD
1768,2661,2024-02-03,Completed,2685.2,COD
1769,450,2024-12-08,Completed,768.26,Card
1770,241,2024-12-22,Completed,4085.63,UPI
1771,4446,2024-04-19,Cancelled,4717.7,Card
1772,3577,2024-03-18,Cancelled,4887.82,COD
1773,1721,2024-09-22,Cancelled,1527.55,Card
1774,1486,2024-11-05,Completed,974.09,Card
1775,4213,2024-07-26,Completed,988.09,Card
1776,1858,2024-03-01,Cancelled,3510.46,UPI
1777,3050,2024-03-26,Cancelled,4729.18,COD
1778,4568,2024-05-15,Completed,688.25,Card
1779,1648,2024-12-16,Completed,2472.49,COD
1780,3517,2024-09-12,Completed,3660.57,Card
1781,1363,2024-02-15,Cancelled,4102.15,Card
1782,3612,2024-01-10,Completed,2447.56,COD
1783,2587,2024-01-30,Completed,321.86,COD
1784,3212,2024-09-26,Completed,916.96,COD
1785,4065,2024-11-12,Completed,677.11,UPI
1786,2727,2024-01-10,Completed,2803.11,UPI
1787,563,2024-09-17,Completed,3670.9,Card
1788,4791,2024-09-09,Cancelled,3799.36,Card
1789,2062,2024-07-02,Completed,1844.65,Card
1790,3962,2024-04-03,Completed,1354.74,UPI
1791,755,2024-09-23,Cancelled,2592.15,COD
1792,2910,2024-02-29,Completed,2634.52,COD
1793,4186,2024-07-14,Completed,4393.81,COD
1794,3920,2024-02-14,Completed,4333.16,UPI
1795,1952,2024-12-14,Cancelled,1083.13,Card
1796,1496,2024-08-26,Completed,626.74,UPI
1797,683,2024-06-25,Completed,2390.24,COD
1798,833,2024-06-20,Completed,3039.69,UPI
1799,218,2024-03-28,Completed,4698.07,UPI
1800,1694,2024-02-06,Cancelled,4444.73,Card
1801,1273,2024-11-30,Completed,4117.78,COD
1802,1562,2024-07-04,Completed,4760.78,UPI
1803,3380,2024-03-17,Completed,3605.8,Card
1804,38,2024-10-26,Cancelled,1051.7,UPI
1805,3687,2024-07-09,Completed,4470.3,Card
1806,4375,2024-02-07,Cancelled,3589.94,UPI
1807,3492,2024-02-03,Completed,3911.71,Card
1808,4555,2024-05-12,Completed,2887.58,COD
1809,4914,2024-09-18,Completed,4144.26,UPI
1810,1486,2024-12-24,Completed,766.61,Card
1811,524,2024-02-18,Cancelled,3598.27,COD
1812,286,2024-08-30,Completed,2337.63,UPI
1813,1999,2024-03-06,Completed,1211.01,COD
1814,1702,2024-10-19,Completed,2189.26,UPI
1815,1517,2024-07-22,Cancelled,4347.62,Card
1816,1753,2024-05-03,Completed,1376.91,COD
1817,2115,2024-05-11,Completed,3315.5,Card
1818,1795,2024-12-26,Completed,3882.53,UPI
1819,1239,2024-03-24,Completed,1844.37,COD
1820,46,2024-12-17,Completed,1544.89,Card
1821,3762,2024-10-13,Completed,3546.59,UPI
1822,1226,2024-12-20,Completed,716.03,COD
1823,2842,2024-12-28,Completed,2918.01,COD
1824,1505,2024-02-18,Completed,4426.79,COD
1825,4535,2024-01-24,Completed,3137.3,COD
1826,3540,2024-10-31,Completed,2063.48,COD
1827,616,2024-02-27,Completed,3923.03,COD
1828,3676,2024-12-13,Completed,2016.88,COD
1829,1631,2024-07-30,Completed,1481.74,Card
1830,702,2024-10-11,Completed,712.63,UPI
1831,1615,2024-10-22,Completed,4382.68,Card
1832,1152,2024-07-16,Completed,3319.26,Card
1833,844,2024-03-30,Completed,2525.13,UPI
1834,2935,2024-02-10,Completed,3327.71,COD
1835,3875,2024-12-01,Completed,1057.93,Card
1836,52,2024-07-24,Completed,426.11,Card
1837,3230,2024-10-11,Completed,4084.42,UPI
1838,227,2024-05-30,Completed,4546.67,UPI
1839,2486,2024-04-14,Completed,772.03,Card
1840,4675,2024-11-26,Cancelled,2299.98,Card
1841,787,2024-12-17,Completed,4551.73,COD
1842,3141,2024-08-14,Completed,4108.4,UPI
1843,2501,2024-11-16,Completed,2194.59,UPI
1844,238,2024-07-23,Completed,748.28,Card
1845,2278,2024-11-22,Cancelled,1817.81,Card
1846,3890,2024-10-31,Completed,4118.2,COD
1847,3716,2024-08-19,Completed,1410.38,COD
1848,3706,2024-05-04,Completed,4673.84,UPI
1849,1550,2024-03-18,Completed,2011.96,UPI
1850,3600,2024-03-30,Completed,4307.88,Card
1851,2113,2024-08-30,Completed,2305.57,Card
1852,266,2024-01-17,Completed,2804.82,UPI
1853,4455,2024-04-02,Completed,4042.76,COD
1854,464,2024-09-19,Completed,1782.54,Card
1855,4063,2024-10-02,Completed,351.3,COD
1856,3276,2024-05-22,Completed,1117.97,Card
1857,1808,2024-05-09,Completed,2065.6,COD
1858,4568,2024-06-24,Completed,4791.59,Card
1859,2240,2024-11-01,Completed,4656.72,Card
1860,2492,2024-09-07,Cancelled,4808.76,UPI
1861,1083,2024-11-19,Completed,4450.99,Card
1862,2423,2024-06-03,Completed,3873.49,Card
1863,3984,2024-10-31,Completed,369.01,COD
1864,1881,2024-09-15,Completed,2374.77,UPI
1865,4542,2024-09-13,Completed,4846.66,COD
1866,3733,2024-06-29,Cancelled,822.16,UPI
1867,260,2024-02-09,Completed,3729.56,Card
1868,4087,2024-08-06,Completed,3789.46,UPI
1869,3480,2024-05-10,Completed,1307.78,UPI
1870,1287,2024-02-29,Completed,4663.07,UPI
1871,2560,2024-11-09,Completed,1308.55,UPI
1872,420,2024-05-26,Completed,4735.1,COD
1873,3564,2024-10-30,Completed,3122.98,Card
1874,4057,2024-11-09,Completed,338.62,UPI
1875,4750,2024-09-18,Completed,3174.24,UPI
1876,448,2024-04-06,Completed,2910.15,UPI
1877,747,2024-11-27,Completed,3382.38,Card
1878,3116,2024-06-27,Completed,2758.7,COD
1879,2885,2024-03-18,Completed,3093.97,Card
1880,4300,2024-07-27,Completed,3083.1,UPI
1881,4804,2024-10-18,Completed,4196.26,UPI
1882,4894,2024-01-20,Completed,3406.87,UPI
1883,2419,2024-03-12,Completed,1594.23,Card
1884,3293,2024-12-27,Completed,529.51,COD
1885,4765,2024-06-05,Cancelled,2197.08,COD
1886,2518,2024-10-29,Completed,3374.51,UPI
1887,4762,2024-02-27,Completed,1356.46,Card
1888,470,2024-09-15,Cancelled,4870.82,UPI
1889,4929,2024-06-07,Completed,4942.18,UPI
1890,4705,2024-08-16,Completed,2442.1,UPI
1891,1434,2024-11-25,Cancelled,4827.96,UPI
1892,865,2024-01-12,Completed,3797.39,UPI
1893,4187,2024-08-23,Completed,3383.82,Card
1894,3849,2024-03-07,Completed,3868.17,COD
1895,2504,2024-02-17,Completed,3506.12,UPI
1896,1807,2024-03-18,Completed,4196.07,COD
1897,712,2024-01-14,Completed,407.94,COD
1898,4190,2024-01-19,Completed,4538.07,UPI
1899,940,2024-01-17,Completed,1439.43,Card
1900,3749,2024-08-01,Completed,2868.37,COD
1901,4443,2024-05-28,Completed,4317.15,Card
1902,4827,2024-04-12,Completed,1862.44,UPI
1903,4681,2024-01-12,Completed,4939.67,Card
1904,1142,2024-07-01,Completed,1194.29,COD
1905,3385,2024-07-24,Completed,1291.31,COD
1906,4864,2024-09-10,Completed,2680.91,COD
1907,4243,2024-10-24,Completed,662.8,Card
1908,3032,2024-09-22,Completed,375.57,COD
1909,2964,2024-12-17,Completed,3424.87,Card
1910,3254,2024-08-25,Cancelled,2461.69,UPI
1911,1646,2024-05-30,Completed,3640.27,UPI
1912,2944,2024-02-07,Completed,4791.11,UPI
1913,4345,2024-08-23,Completed,4732.37,UPI
1914,4915,2024-01-18,Completed,3816.44,Card
1915,2501,2024-01-29,Cancelled,2327.59,COD
1916,2725,2024-07-16,Completed,2440.57,Card
1917,447,2024-08-17,Completed,2470.43,Card
1918,2106,2024-01-24,Completed,4333.44,UPI
1919,2059,2024-06-13,Cancelled,4137.25,Card
1920,1808,2024-11-03,Completed,3617.04,Card
1921,4123,2024-12-17,Completed,3368.17,COD
1922,624,2024-01-19,Completed,1614.2,UPI
1923,19,2024-10-23,Completed,2772.81,UPI
1924,1434,2024-03-09,Completed,1895.33,COD
1925,3264,2024-10-12,Completed,3013.93,UPI
1926,67,2024-06-03,Completed,4600.36,Card
1927,2781,2024-11-21,Cancelled,2894.74,COD
1928,4181,2024-06-23,Completed,4989.19,UPI
1929,2774,2024-05-22,Completed,2646.56,UPI
1930,4292,2024-05-28,Completed,1103.93,Card
1931,2640,2024-04-07,Completed,4903.69,UPI
1932,56,2024-08-27,Cancelled,1100.02,COD
1933,2507,2024-10-12,Completed,3010.15,COD
1934,1155,2024-05-12,Cancelled,3714.4,COD
1935,4206,2024-09-26,Completed,2575.33,UPI
1936,4810,2024-10-18,Cancelled,500.53,COD
1937,4508,2024-09-27,Completed,3257.49,COD
1938,669,2024-09-12,Completed,4933.84,Card
1939,3670,2024-08-07,Completed,3506.52,Card
1940,2441,2024-01-24,Completed,3175.97,UPI
1941,2864,2024-05-14,Completed,3073.88,UPI
1942,3788,2024-03-14,Completed,1996.97,UPI
1943,1308,2024-11-10,Cancelled,1652.37,COD
1944,1907,2024-02-14,Completed,3727.16,COD
1945,4620,2024-02-02,Completed,1674.19,COD
1946,3639,2024-08-17,Completed,4589.81,UPI
1947,182,2024-03-13,Completed,1208.34,Card
1948,367,2024-08-26,Completed,4876.42,UPI
1949,1598,2024-08-18,Completed,2361.7,COD
1950,578,2024-12-06,Cancelled,747.65,Card
1951,884,2024-08-08,Completed,484.34,COD
1952,1975,2024-10-31,Completed,4206.93,UPI
1953,924,2024-02-27,Completed,2731.49,UPI
1954,4255,2024-06-05,Completed,1218.31,Card
1955,778,2024-12-28,Completed,1542.88,Card
1956,4208,2024-09-16,Completed,760.75,Card
1957,4656,2024-12-04,Completed,1512.45,Card
1958,1740,2024-09-11,Completed,678.49,UPI
1959,2080,2024-09-01,Completed,2254.15,Card
1960,1723,2024-02-18,Completed,2534.95,Card
1961,1984,2024-01-19,Completed,2932.95,Card
1962,2776,2024-11-05,Completed,2970.69,UPI
1963,2078,2024-04-21,Completed,1715.83,COD
1964,2477,2024-03-11,Completed,4394.96,UPI
1965,554,2024-06-19,Completed,1793.54,UPI
1966,1585,2024-12-05,Completed,3035.15,COD
1967,4671,2024-09-19,Completed,1775.11,Card
1968,4149,2024-08-21,Completed,4189.84,Card
1969,1664,2024-09-24,Completed,4989.73,Card
1970,3557,2024-05-22,Completed,1101.96,COD
1971,2396,2024-06-21,Completed,4788.35,Card
1972,1568,2024-03-20,Completed,634.11,COD
1973,873,2024-04-29,Completed,4083.87,Card
1974,3237,2024-07-20,Completed,4732.87,COD
1975,1112,2024-06-19,Completed,3360.55,UPI
1976,325,2024-03-20,Completed,1837.09,Card
1977,4413,2024-12-10,Cancelled,1213.75,Card
1978,4000,2024-11-24,Completed,4151.66,UPI
1979,402,2024-09-03,Completed,759.99,COD
1980,1337,2024-05-08,Completed,2550.24,COD
1981,1503,2024-02-29,Completed,4048.9,COD
1982,3522,2024-01-13,Cancelled,4183.08,COD
1983,675,2024-03-25,Completed,1943.29,Card
1984,4482,2024-03-30,Completed,2772.13,Card
1985,4359,2024-09-28,Completed,995.31,UPI
1986,1300,2024-05-08,Completed,3000.96,Card
1987,1265,2024-09-26,Completed,2509.94,UPI
1988,4234,2024-05-27,Completed,4566.6,UPI
1989,3888,2024-12-19,Completed,2487.82,UPI
1990,3036,2024-03-31,Completed,3286.19,COD
1991,3472,2024-06-12,Completed,2029.7,UPI
1992,2056,2024-02-27,Completed,1624.39,COD
1993,1286,2024-07-03,Completed,901.18,UPI
1994,2092,2024-12-17,Cancelled,2666.64,COD
1995,3644,2024-10-13,Completed,2782.4,UPI
1996,587,2024-03-10,Completed,2156.32,Card
1997,2586,2024-10-15,Completed,2924.6,Card
1998,340,2024-12-23,Completed,3061.1,COD
1999,4135,2024-06-05,Cancelled,870.71,Card
2000,1116,2024-01-21,Completed,1541.14,Card
2001,1575,2024-10-29,Completed,4343.75,UPI
2002,3655,2024-10-07,Completed,2571.85,COD
2003,2640,2024-05-15,Completed,1930.52,UPI
2004,1933,2024-01-20,Cancelled,634.93,Card
2005,2973,2024-02-02,Completed,2690.91,Card
2006,765,2024-05-01,Completed,3314.25,COD
2007,622,2024-08-14,Completed,2958.86,UPI
2008,3606,2024-06-14,Completed,3996.55,COD
2009,1574,2024-02-19,Cancelled,1615.81,COD
2010,4034,2024-12-27,Completed,541.63,COD
2011,4280,2024-01-07,Completed,3023.9,UPI
2012,996,2024-10-06,Completed,1385.97,Card
2013,2126,2024-12-01,Completed,1158.28,UPI
2014,4252,2024-05-30,Completed,3350.87,Card
2015,4493,2024-11-30,Completed,2809.45,COD
2016,4082,2024-04-30,Completed,4319.95,UPI
2017,3780,2024-05-27,Completed,3929.05,Card
2018,2128,2024-04-02,Completed,2427.14,UPI
2019,4226,2024-09-16,Completed,1754.56,UPI
2020,2993,2024-08-11,Completed,4892.0,UPI
2021,3566,2024-02-06,Completed,3472.52,COD
2022,3735,2024-06-01,Completed,4950.12,COD
2023,4470,2024-07-18,Completed,3032.74,Card
2024,815,2024-04-07,Completed,1401.2,Card
2025,2683,2024-12-07,Cancelled,3460.3,Card
2026,1367,2024-05-26,Completed,4558.1,COD
2027,4249,2024-08-04,Completed,3287.31,COD
2028,3433,2024-04-25,Completed,2491.11,Card
2029,3154,2024-11-19,Cancelled,1338.83,Card
2030,4509,2024-06-23,Cancelled,3675.58,COD
2031,371,2024-04-05,Completed,1773.07,UPI
2032,1176,2024-06-12,Completed,2344.15,Card
2033,1526,2024-06-11,Completed,3450.44,Card
2034,1549,2024-10-14,Completed,2588.15,UPI
2035,2824,2024-12-10,Cancelled,2946.93,UPI
2036,3686,2024-03-10,Completed,1293.09,COD
2037,1671,2024-02-19,Completed,4151.3,Card
2038,564,2024-07-25,Completed,1012.39,Card
2039,1245,2024-07-17,Completed,1114.02,UPI
2040,318,2024-02-25,Cancelled,575.47,UPI
2041,1003,2024-07-29,Completed,3624.92,COD
2042,1209,2024-10-07,Completed,4680.79,UPI
2043,3562,2024-10-04,Completed,630.62,COD
2044,2925,2024-02-27,Cancelled,1133.14,Card
2045,4256,2024-01-16,Cancelled,2052.63,Card
2046,2003,2024-05-02,Completed,1629.5,Card
2047,3948,2024-02-18,Completed,3262.2,COD
2048,1062,2024-08-06,Cancelled,488.18,COD
2049,2247,2024-12-26,Completed,3039.39,UPI
2050,3858,2024-10-16,Completed,2893.62,Card
2051,581,2024-01-28,Completed,494.43,Card
2052,2758,2024-05-21,Completed,2065.54,UPI
2053,1578,2024-11-18,Completed,4628.5,UPI
2054,2724,2024-05-18,Completed,1205.85,UPI
2055,4942,2024-01-07,Cancelled,4669.23,COD
2056,1098,2024-01-02,Completed,3734.41,UPI
2057,2664,2024-03-13,Cancelled,1518.06,Card
2058,2058,2024-10-17,Cancelled,339.94,UPI
2059,3455,2024-12-18,Cancelled,2287.21,UPI
2060,140,2024-09-21,Completed,3115.88,COD
2061,2501,2024-06-11,Completed,807.05,Card
2062,3866,2024-06-24,Completed,598.28,UPI
2063,1021,2024-12-21,Completed,509.49,COD
2064,4379,2024-02-16,Completed,3861.11,Card
2065,4874,2024-05-25,Completed,3916.96,UPI
2066,4826,2024-11-24,Completed,3427.59,UPI
2067,4251,2024-05-08,Completed,3671.08,COD
2068,4672,2024-01-01,Completed,1932.05,COD
2069,2166,2024-02-03,Completed,861.04,Card
2070,3541,2024-02-12,Completed,937.68,UPI
2071,577,2024-10-28,Completed,1778.7,COD
2072,130,2024-08-15,Completed,2059.8,COD
2073,4727,2024-05-07,Completed,4567.2,UPI
2074,2828,2024-11-18,Completed,2071.07,COD
2075,3792,2024-07-15,Completed,2349.73,UPI
2076,140,2024-10-13,Completed,2320.47,Card
2077,1095,2024-04-01,Completed,3724.04,COD
2078,870,2024-10-22,Completed,437.67,Card
2079,2522,2024-06-29,Completed,2401.75,COD
2080,1297,2024-05-04,Completed,4383.63,UPI
2081,2991,2024-05-15,Completed,4401.39,Card
2082,4950,2024-08-20,Completed,3775.86,Card
2083,1765,2024-09-29,Completed,2186.1,Card
2084,1197,2024-10-06,Completed,1479.99,COD
2085,4967,2024-06-08,Completed,728.06,COD
2086,1575,2024-04-09,Completed,2563.48,UPI
2087,2344,2024-04-02,Completed,4325.59,UPI
2088,3863,2024-11-22,Completed,1937.93,Card
2089,1702,2024-01-23,Completed,2713.58,UPI
2090,2435,2024-07-26,Completed,1842.5,COD
2091,4438,2024-05-01,Cancelled,2193.27,UPI
2092,1577,2024-07-02,Cancelled,958.46,Card
2093,2898,2024-01-04,Completed,3559.81,UPI
2094,2812,2024-09-27,Completed,531.61,UPI
2095,3549,2024-06-03,Completed,4878.56,Card
2096,3320,2024-09-07,Completed,2105.13,COD
2097,496,2024-02-17,Completed,1575.92,COD
2098,3391,2024-01-25,Completed,3071.9,Card
2099,4835,2024-06-18,Completed,4542.51,Card
2100,2021,2024-05-08,Completed,4454.08,Card
2101,1343,2024-06-04,Completed,4648.34,Card
2102,3686,2024-01-12,Completed,742.72,UPI
2103,2652,2024-01-03,Completed,1365.13,UPI
2104,4058,2024-08-23,Completed,644.88,UPI
2105,4646,2024-10-03,Completed,737.12,COD
2106,3790,2024-09-04,Completed,1184.08,Card
2107,4582,2024-06-05,Completed,865.31,Card
2108,885,2024-06-22,Completed,1860.01,COD
2109,14,2024-12-16,Completed,2220.33,Card
2110,3617,2024-10-25,Completed,1893.88,Card
2111,2812,2024-03-18,Completed,2219.21,UPI
2112,3905,2024-07-22,Completed,4378.96,Card
2113,1299,2024-03-10,Completed,4190.59,Card
2114,1832,2024-11-30,Completed,4824.42,COD
2115,3461,2024-07-02,Completed,4001.42,Card
2116,2969,2024-01-15,Cancelled,4257.0,Card
2117,673,2024-06-30,Completed,3561.22,COD
2118,1848,2024-02-24,Cancelled,1119.33,COD
2119,2809,2024-12-13,Cancelled,4701.83,Card
2120,2295,2024-11-13,Completed,1283.23,Card
2121,4309,2024-06-20,Completed,3484.49,Card
2122,4511,2024-03-18,Completed,1379.73,COD
2123,436,2024-12-08,Completed,721.48,UPI
2124,884,2024-09-05,Completed,1221.74,UPI
2125,2832,2024-07-15,Completed,1390.84,UPI
2126,3240,2024-11-13,Completed,2088.33,Card
2127,601,2024-12-21,Completed,625.29,UPI
2128,1221,2024-10-19,Completed,3052.77,COD
2129,665,2024-06-18,Completed,4054.68,Card
2130,3324,2024-12-22,Completed,3893.02,Card
2131,3059,2024-07-29,Completed,4235.76,Card
2132,4570,2024-11-15,Completed,4903.45,COD
2133,4615,2024-08-25,Completed,4980.35,UPI
2134,2563,2024-03-26,Completed,2229.2,COD
2135,4250,2024-07-17,Cancelled,2659.85,COD
2136,3906,2024-01-11,Completed,2641.46,Card
2137,2848,2024-11-18,Completed,3317.65,Card
2138,4647,2024-08-03,Completed,1454.75,COD
